It took 15.920997619628906 seconds to calculate the Mandelbrot graph.
It took 0.20399999618530273 seconds to dump the image.
         2697341 function calls (2670085 primitive calls) in 17.469 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 backend_tools.py:12(<module>)
        1    0.000    0.000    0.003    0.003 scimath.py:33(<module>)
      137    0.000    0.000    0.003    0.000 transforms.py:2417(transform_affine)
        1    0.000    0.000    0.003    0.003 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
    11901    0.002    0.000    0.003    0.000 _mathtext.py:2469(<genexpr>)
    23878    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
   260/11    0.001    0.000    0.003    0.000 core.py:750(_parseNoCache)
     1096    0.003    0.000    0.003    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.003    0.003 numerictypes.py:81(<module>)
    63/11    0.000    0.000    0.003    0.000 core.py:3777(parseImpl)
     55/8    0.000    0.000    0.003    0.000 core.py:3567(leave_whitespace)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        8    0.000    0.000    0.003    0.000 axis.py:1279(get_minorticklocs)
       18    0.000    0.000    0.003    0.000 rcsetup.py:390(validate_font_properties)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
       16    0.000    0.000    0.003    0.000 ticker.py:705(set_locs)
    24952    0.003    0.000    0.003    0.000 inspect.py:2517(name)
     3286    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
  198/145    0.001    0.000    0.003    0.000 transforms.py:2441(get_affine)
      402    0.001    0.000    0.002    0.000 copy.py:66(copy)
    37249    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.002    0.002 version.py:257(Version)
     4232    0.002    0.000    0.002    0.000 {built-in method builtins.sorted}
      142    0.000    0.000    0.002    0.000 markers.py:219(__init__)
       28    0.001    0.000    0.002    0.000 util.py:183(_collapseStringToRanges)
       12    0.000    0.000    0.002    0.000 patches.py:600(draw)
 1492/200    0.000    0.000    0.002    0.000 abc.py:141(__subclasscheck__)
   112/55    0.000    0.000    0.002    0.000 core.py:3654(copy)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
      219    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
       62    0.000    0.000    0.002    0.000 deprecation.py:318(delete_parameter)
 1492/200    0.002    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
      616    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
        8    0.000    0.000    0.002    0.000 core.py:2619(__init__)
     2232    0.001    0.000    0.002    0.000 font_manager.py:1122(_expand_aliases)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        8    0.000    0.000    0.002    0.000 axis.py:2261(get_tick_space)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
     5080    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
        3    0.000    0.000    0.002    0.001 patches.py:2159(pprint_styles)
     2982    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FFF28597B30}
       38    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
       47    0.000    0.000    0.002    0.000 text.py:1251(set_fontproperties)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
      385    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
       18    0.001    0.000    0.002    0.000 enum.py:140(__new__)
        3    0.000    0.000    0.002    0.001 patches.py:2163(<listcomp>)
      340    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        1    0.000    0.000    0.002    0.002 pyplot.py:2025(_setup_pyplot_info_docstrings)
      142    0.000    0.000    0.002    0.000 markers.py:295(_set_marker)
      219    0.001    0.000    0.002    0.000 shape_base.py:612(column_stack)
     1386    0.001    0.000    0.002    0.000 ntpath.py:122(splitdrive)
        1    0.000    0.000    0.002    0.002 axes3d.py:44(Axes3D)
   112/55    0.000    0.000    0.002    0.000 core.py:3656(<listcomp>)
      630    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       40    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.002    0.002 _text_helpers.py:3(<module>)
       14    0.000    0.000    0.002    0.000 axis.py:1338(_copy_tick_props)
        2    0.002    0.001    0.002    0.001 {method 'take' of 'numpy.ndarray' objects}
      912    0.001    0.000    0.002    0.000 __init__.py:2014(_setattr_cm)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.002    0.002 _internal.py:6(<module>)
       55    0.000    0.000    0.002    0.000 core.py:3575(<listcomp>)
        1    0.000    0.000    0.002    0.002 backend_agg.py:22(<module>)
       96    0.000    0.000    0.002    0.000 abc.py:125(__new__)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
      356    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       77    0.000    0.000    0.002    0.000 font_manager.py:943(copy)
       16    0.000    0.000    0.002    0.000 ticker.py:221(format_ticks)
        1    0.000    0.000    0.002    0.002 twodim_base.py:3(<module>)
       33    0.000    0.000    0.002    0.000 colors.py:287(to_rgba_array)
      847    0.002    0.000    0.002    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.002    0.002 polynomial.py:74(<module>)
      606    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
      375    0.000    0.000    0.002    0.000 fromnumeric.py:69(_wrapreduction)
       21    0.000    0.000    0.002    0.000 core.py:567(set_parse_action)
       16    0.000    0.000    0.002    0.000 transforms.py:1426(__sub__)
        6    0.000    0.000    0.002    0.000 transforms.py:662(union)
       32    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
      121    0.000    0.000    0.002    0.000 typing.py:608(__init__)
        1    0.000    0.000    0.002    0.002 core.py:5666(<listcomp>)
        1    0.000    0.000    0.002    0.002 type_check.py:3(<module>)
        1    0.002    0.002    0.002    0.002 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
       32    0.001    0.000    0.002    0.000 function_base.py:23(linspace)
  254/153    0.000    0.000    0.002    0.000 core.py:1809(name)
      778    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.002    0.000 enum.py:638(_convert)
       25    0.000    0.000    0.002    0.000 core.py:249(_trim_arity)
      161    0.001    0.000    0.002    0.000 colors.py:195(_to_rgba_no_colorcycle)
      393    0.000    0.000    0.002    0.000 re.py:187(sub)
        1    0.000    0.000    0.001    0.001 __init__.py:1409(inner)
     5250    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
       63    0.000    0.000    0.001    0.000 colors.py:980(reversed)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
      360    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.001    0.001 _axes.py:5279(imshow)
      738    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
     3733    0.001    0.000    0.001    0.000 inspect.py:72(isclass)
  203/106    0.000    0.000    0.001    0.000 core.py:1784(default_name)
        1    0.000    0.000    0.001    0.001 dates.py:169(<module>)
       62    0.000    0.000    0.001    0.000 core.py:1304(__add__)
 1356/739    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.001    0.001 traceback.py:200(extract_stack)
      207    0.001    0.000    0.001    0.000 transforms.py:767(__init__)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
      834    0.000    0.000    0.001    0.000 artist.py:405(pchanged)
        1    0.000    0.000    0.001    0.001 traceback.py:318(extract)
        1    0.000    0.000    0.001    0.001 patches.py:2201(BoxStyle)
       86    0.000    0.000    0.001    0.000 backend_bases.py:658(new_gc)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
       50    0.000    0.000    0.001    0.000 traceback.py:282(line)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1159(make_dataclass)
      541    0.000    0.000    0.001    0.000 contextlib.py:237(helper)
        2    0.000    0.000    0.001    0.001 linecache.py:15(getline)
       67    0.000    0.000    0.001    0.000 transforms.py:822(from_extents)
        2    0.000    0.000    0.001    0.001 linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
       20    0.000    0.000    0.001    0.000 core.py:4671(parseImpl)
       20    0.000    0.000    0.001    0.000 lines.py:996(get_path)
       63    0.000    0.000    0.001    0.000 colors.py:999(<dictcomp>)
      362    0.001    0.000    0.001    0.000 font_manager.py:710(__hash__)
      612    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        2    0.000    0.000    0.001    0.001 core.py:5552(srange)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
       86    0.000    0.000    0.001    0.000 backend_bases.py:735(__init__)
      738    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
       14    0.000    0.000    0.001    0.000 axis.py:349(_apply_params)
      138    0.001    0.000    0.001    0.000 artist.py:149(__init__)
        2    0.000    0.000    0.001    0.001 dataclasses.py:987(dataclass)
      359    0.000    0.000    0.001    0.000 transforms.py:1900(__init__)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1001(wrap)
        2    0.000    0.000    0.001    0.001 dataclasses.py:795(_process_class)
       13    0.000    0.000    0.001    0.000 docstring.py:61(<listcomp>)
     22/3    0.000    0.000    0.001    0.000 core.py:3734(streamline)
       16    0.000    0.000    0.001    0.000 ticker.py:787(_set_format)
      236    0.001    0.000    0.001    0.000 enum.py:841(__and__)
      419    0.000    0.000    0.001    0.000 artist.py:81(_stale_axes_callback)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
      370    0.000    0.000    0.001    0.000 __init__.py:84(find_spec)
      382    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
     5030    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        8    0.000    0.000    0.001    0.000 spines.py:287(draw)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
      303    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        8    0.000    0.000    0.001    0.000 axis.py:2523(get_tick_space)
    47/35    0.000    0.000    0.001    0.000 typing.py:340(__getitem__)
      340    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
       23    0.000    0.000    0.001    0.000 overrides.py:223(decorator)
        6    0.000    0.000    0.001    0.000 axis.py:236(set_clip_path)
      121    0.000    0.000    0.001    0.000 inspect.py:2843(replace)
      188    0.001    0.000    0.001    0.000 colors.py:1001(<listcomp>)
     72/4    0.000    0.000    0.001    0.000 core.py:875(_parseCache)
        1    0.000    0.000    0.001    0.001 afm.py:36(<module>)
     30/4    0.000    0.000    0.001    0.000 core.py:3607(streamline)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
     3533    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
       63    0.000    0.000    0.001    0.000 core.py:3706(__init__)
        7    0.000    0.000    0.001    0.000 enum.py:394(_create_)
    10726    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        9    0.000    0.000    0.001    0.000 patches.py:2262(__init_subclass__)
        1    0.000    0.000    0.001    0.001 win.py:8(<module>)
      108    0.000    0.000    0.001    0.000 text.py:275(_get_layout_cache_key)
       85    0.000    0.000    0.001    0.000 path.py:99(__init__)
       40    0.000    0.000    0.001    0.000 lines.py:1135(set_marker)
    19349    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
     2050    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 helpers.py:631(make_html_tags)
        1    0.000    0.000    0.001    0.001 helpers.py:573(_makeTags)
       36    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.001    0.001 gridspec.py:12(<module>)
     5589    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
     2623    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
 3627/861    0.001    0.000    0.001    0.000 docstring.py:48(_recursive_subclasses)
       49    0.000    0.000    0.001    0.000 font_manager.py:687(_from_any)
     8119    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x00000225AA0A98B8}
       64    0.000    0.000    0.001    0.000 axis.py:1985(getter)
       72    0.000    0.000    0.001    0.000 font_manager.py:1417(get_font)
       28    0.000    0.000    0.001    0.000 text.py:260(update_from)
     3557    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       47    0.000    0.000    0.001    0.000 transforms.py:813(from_bounds)
      710    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       41    0.000    0.000    0.001    0.000 typing.py:749(__getitem__)
        1    0.000    0.000    0.001    0.001 _methods.py:5(<module>)
        2    0.000    0.000    0.001    0.001 colors.py:1215(__call__)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
       16    0.000    0.000    0.001    0.000 ticker.py:2740(__init__)
        2    0.000    0.000    0.001    0.001 _base.py:2955(_update_title_position)
  845/843    0.001    0.000    0.001    0.000 __init__.py:276(process)
      541    0.001    0.000    0.001    0.000 contextlib.py:81(__init__)
      889    0.001    0.000    0.001    0.000 typing.py:709(__setattr__)
        1    0.000    0.000    0.001    0.001 figureoptions.py:6(<module>)
      402    0.000    0.000    0.001    0.000 copy.py:269(_reconstruct)
        1    0.000    0.000    0.001    0.001 __init__.py:14(<module>)
